dissimilarity_d1_a0,dissimilarity_d1_a45,dissimilarity_d1_a90,dissimilarity_d1_a135,dissimilarity_d3_a0,dissimilarity_d3_a45,dissimilarity_d3_a90,dissimilarity_d3_a135,dissimilarity_d5_a0,dissimilarity_d5_a45,dissimilarity_d5_a90,dissimilarity_d5_a135,correlation_d1_a0,correlation_d1_a45,correlation_d1_a90,correlation_d1_a135,correlation_d3_a0,correlation_d3_a45,correlation_d3_a90,correlation_d3_a135,correlation_d5_a0,correlation_d5_a45,correlation_d5_a90,correlation_d5_a135,contrast_d1_a0,contrast_d1_a45,contrast_d1_a90,contrast_d1_a135,contrast_d3_a0,contrast_d3_a45,contrast_d3_a90,contrast_d3_a135,contrast_d5_a0,contrast_d5_a45,contrast_d5_a90,contrast_d5_a135,energy_d1_a0,energy_d1_a45,energy_d1_a90,energy_d1_a135,energy_d3_a0,energy_d3_a45,energy_d3_a90,energy_d3_a135,energy_d5_a0,energy_d5_a45,energy_d5_a90,energy_d5_a135,homogeneity_d1_a0,homogeneity_d1_a45,homogeneity_d1_a90,homogeneity_d1_a135,homogeneity_d3_a0,homogeneity_d3_a45,homogeneity_d3_a90,homogeneity_d3_a135,homogeneity_d5_a0,homogeneity_d5_a45,homogeneity_d5_a90,homogeneity_d5_a135,ASM_d1_a0,ASM_d1_a45,ASM_d1_a90,ASM_d1_a135,ASM_d3_a0,ASM_d3_a45,ASM_d3_a90,ASM_d3_a135,ASM_d5_a0,ASM_d5_a45,ASM_d5_a90,ASM_d5_a135,category
3.457923228346444,4.147870295740621,2.8375984251968447,4.19344038688082,4.717624999999954,5.071176618795591,4.4968124999999475,5.1408415217937975,5.020642784552829,5.787135796045795,5.2021087398373504,5.8568548387096815,0.6783942840935675,0.5754546489651126,0.7914597245758713,0.5651071764634968,0.4352514714550516,0.3815820545259685,0.5454029968084346,0.3613450748011811,0.4241456970293854,0.27867411453332575,0.42680678800597116,0.27569746820193985,27.581938976378073,36.498046996094324,17.92482775590555,37.38520677041422,48.130249999999776,53.14285714285606,39.290187499999774,54.861426051901205,49.111344004065046,62.15875390218531,49.79878048780472,62.33669354838734,0.06462364745917522,0.05931223318802024,0.06938178754259904,0.05876939721789336,0.05677305423790413,0.05457437756733847,0.055461610456017316,0.05460106978388584,0.053873865090633064,0.05074064245191881,0.05189466979315244,0.050209632915588845,0.30925977905505414,0.2592171373953833,0.34807670699194226,0.2567296357020158,0.24102372253575297,0.21985387608505988,0.2270487178757372,0.218247098682507,0.21565728752980648,0.18220150973381108,0.19516598689758016,0.17722634655367409,0.004176215810927764,0.003517941005750089,0.0048138324426063505,0.0034538420493545317,0.0032231796875000045,0.0029783626868624164,0.0030759902343750092,0.0029812768215447716,0.002902393339803732,0.0025746127964334656,0.002693056752940328,0.0025210072375181827,brick_small
4.527928149606271,5.294562589125252,3.6340428149606283,5.397420794841685,5.878437499999967,6.3646384479716644,5.644499999999927,6.501826656588437,6.293572154471512,7.191532258064515,6.465955284552818,7.279331425598339,0.626660701197722,0.5245927003635072,0.7741268292065541,0.5122390625295271,0.39826675153595215,0.3227187735586149,0.4931187178395648,0.29372609659068727,0.366374148943947,0.2111759171821748,0.35805903999296285,0.20305545397413866,45.365649606299655,57.67065534131141,27.37592273622061,59.17670035340137,72.90218749999958,81.79698916603489,60.98062499999939,85.3393172083626,76.83790650406459,94.21494536940732,76.76816565040603,95.27516909469355,0.05063525227425166,0.04708496133550066,0.05480183160892046,0.04672592771942236,0.045650848842053435,0.04427117671107287,0.04512865722714342,0.04398046380388414,0.04349614179481035,0.04145381846654327,0.042723455914104445,0.04114762884028157,0.243488562118444,0.21193628160729136,0.2855205781682214,0.20334953318021542,0.19591328929147947,0.1808590643676904,0.19252574522461657,0.179736232803559,0.17734386664754087,0.15044170791246106,0.1666643574362478,0.14614546648920665,0.0025639287728771083,0.0022169935839655916,0.003003240747692474,0.002183312321240683,0.002084000000000011,0.001959937087383041,0.002036595703125004,0.0019342811964047628,0.0018919143510342479,0.001718419065457124,0.0018252936852444258,0.0016931273591775718,brick_small
4.824557086614168,5.698121396242888,3.8948695866141745,5.696199392398808,6.359312499999964,6.950176366842907,5.934249999999946,7.013983371126113,6.7484120934958955,7.675598335067636,6.871443089430872,7.755528095733598,0.6360559162884487,0.5241468388719269,0.7698146872447154,0.5247991037755627,0.3955981455898362,0.3098686797114383,0.5237120777091889,0.29376733026200746,0.38370228760003383,0.24102405825382558,0.39707802198295655,0.21851340900439042,51.56643700787436,67.48037696075502,32.69703494094513,67.37764275528605,85.14668749999969,97.78199798437679,67.68374999999972,100.01499118165597,86.37760416666646,106.73790322580724,85.75038109756044,109.78232310093702,0.04505004914166254,0.041889240275120865,0.04896680591614081,0.04194955605312161,0.04050990908870241,0.03899221380729487,0.040035409132103794,0.03894222187629314,0.038534247697251375,0.03654664919816237,0.03748603006038257,0.03658999528189283,0.22965715174957624,0.20568267976600985,0.28186494616101304,0.20435868729148648,0.18261766920516212,0.17256203053480645,0.1861247395536975,0.17293030987201427,0.16267335337192781,0.14662619685537684,0.15696355133165268,0.14511944038309066,0.0020295069276662094,0.0017547084508268082,0.0023977480816290025,0.0017597652530539918,0.0016410527343749342,0.0015203927375937966,0.0016028339843749398,0.001516496644662444,0.0014848882455931228,0.001335657567613542,0.0014052024496879058,0.0013388277547289396,brick_small
4.969980314960602,5.847045694091437,4.15501968503936,6.038130076260212,6.563624999999962,7.143235071806374,6.430812499999979,7.323003275384102,7.052083333333314,8.092221644120695,7.308434959349583,8.232375130072853,0.6438471660195487,0.5374919011664318,0.7554846020424495,0.503047081618541,0.4118167921077509,0.32953060232343656,0.47745045024848737,0.28454987535375476,0.36785070407341025,0.2299128851441276,0.3657394257054771,0.18942130375486427,53.08415354330723,68.98536797073675,36.58562992126004,74.10682621365308,87.1163749999996,99.82149155958464,78.35393749999966,106.49231544469416,93.57469512195097,114.56867845993764,95.33828760162586,120.48250520291464,0.0443144863779108,0.04113048225901977,0.04723239864044817,0.040882065620103956,0.03963431475691158,0.038208354068886424,0.03881093998475098,0.038244524755615385,0.038002155856561144,0.03570120376622345,0.03653833248587738,0.035765212285368254,0.21890426033396848,0.19037131437111734,0.2607416830994778,0.18866187207103147,0.17138165000714126,0.15716304176056353,0.1680302463754263,0.16122483196058537,0.1540106867021298,0.1307737622688714,0.14574864934862722,0.1317342366534761,0.001963773702938042,0.0016917165708595398,0.0022308994813302102,0.0016713432893664861,0.0015708789062499392,0.0014598783206533896,0.0015062890624999424,0.0014626436737828782,0.0014441638497463647,0.0012745759503574074,0.0013350497408485223,0.0012791504098174562,brick_small
5.3199434055117845,6.403620807241649,4.468011811023589,6.466426932853897,7.372749999999969,7.991307634164667,6.736062499999974,8.057886117409797,7.818661077235717,8.912591050988516,7.716908028455233,8.946605098855345,0.6352888537833884,0.5098339957155308,0.7529779535321199,0.49672383727580327,0.3383582172147405,0.24831873781737213,0.4886084838664818,0.236289768508746,0.3111147536676536,0.15801769767986412,0.36206217127914564,0.14537307545527986,62.752399114173414,84.16380432760968,42.53161909448825,86.43827887655857,113.6571249999997,128.78117913831963,87.8343124999997,130.92372134038501,117.78296493902394,143.54149323621215,109.2828379065036,145.73965920915708,0.04315286974479745,0.039996015210500016,0.045855028608939724,0.03989229822378602,0.03816422162837789,0.037142563265318146,0.03828552272073549,0.03710374120355539,0.03662220548284161,0.03490796164972557,0.036195575550348524,0.03503731142361428,0.2134892431851075,0.17904052637067622,0.24527825855194907,0.18348294564024964,0.15997803923333118,0.15444188448811796,0.167175503190954,0.1524046468178466,0.14513179597712747,0.1260206203780435,0.14495987725378545,0.12556443639174214,0.001862170167211455,0.0015996812327185486,0.0021026836487266806,0.001591395457575481,0.0014565078124999466,0.0013795700059181608,0.001465781249999953,0.0013766876113004139,0.0013411859344274741,0.0012185657865387116,0.001310119689420988,0.0012276131917953314,brick_small
5.4472194881889555,6.546593093186291,4.573511318897621,6.6769173538347575,7.6758749999999845,8.265684051398187,7.117374999999945,8.366969009826,8.419397865853584,9.838319458896931,8.332698170731645,9.644185744016598,0.695982807236402,0.5901793532951051,0.7908516575168952,0.5680315478569539,0.43498651349294504,0.360226786461819,0.5451382134138401,0.3459796187024145,0.3784597904869894,0.21393941981389558,0.4196395678999103,0.23121194448425428,67.71124507874063,90.71014942030065,46.476439468504296,95.58596317192703,126.35574999999936,141.46938775509844,100.65412499999911,144.55505165028623,139.82209095528376,174.16142039542132,127.9557926829263,170.146917273673,0.03892977346468365,0.0360053943118043,0.04182704469537244,0.03601684273845589,0.03373040519138418,0.03302075721707115,0.034059804939252813,0.03285932899176538,0.031869690993796135,0.029940355120299713,0.031520100096120406,0.030195535213956484,0.21269260674518245,0.1791663124409459,0.24397081571699725,0.17700868103823542,0.16043456396629815,0.1493181246084832,0.16526821734710043,0.147552106572566,0.141265497958694,0.11201972640793147,0.1337802126295433,0.11735450519316881,0.0015155272620115867,0.0012963884195485093,0.0017495016679486839,0.0012972129608466627,0.0011377402343749564,0.0010903704071887567,0.0011600703124999504,0.0010797355017890728,0.0010156772040400505,0.0008964248647296572,0.0009935167100694497,0.0009117703468572861,brick_small
5.21315206692911,6.455886911773843,4.627091535433063,6.6229152458305345,7.2699374999999815,8.13082640463584,6.950687499999964,8.182350718064896,7.8660442073170325,9.16994016649318,7.948678861788614,9.046631113423505,0.6754628541946293,0.5372054498896964,0.7478294294499958,0.5123688144972988,0.38054511965905147,0.2745345765011337,0.504672484641411,0.26491958634032725,0.33793494880103764,0.16141157078980742,0.3913993448845995,0.1815420881119012,65.61288139763798,93.21538843077735,51.19229822834655,98.19858639717317,124.82281249999951,143.89751826656345,98.75456249999975,145.73815822625087,132.80214684959344,164.1800858480753,120.86178861788609,160.2166363163376,0.045769556183129625,0.042159993143417215,0.04812230352296065,0.04162342203651837,0.040496744660836005,0.038573703303027236,0.03941188748334633,0.038513640500275,0.0381891217114045,0.03592845793056194,0.037184227360454083,0.0363349930576891,0.22592956519348964,0.19443638526904505,0.2586822909561355,0.18762141011189246,0.17736549429670684,0.15876478105246145,0.17165950467235994,0.161493932687011,0.157625594839322,0.13001433316597058,0.1425446413635973,0.13399904901058077,0.0020948522732006595,0.0017774650218529864,0.002315756096355951,0.0017325092620301232,0.0016399863281249497,0.0014879305865099742,0.0015532968749999508,0.0014833005045844228,0.0014584090170884664,0.0012908540892681592,0.001382666764393942,0.0013202317205023152,brick_small
3.6894685039370114,4.57715915431834,3.17341289370079,4.578585157170347,5.053812499999974,5.720332577475332,5.042499999999972,5.724867724867651,5.400533536585356,6.460652965660765,5.8572789634146085,6.50468262226846,0.7380108383267507,0.6296672245071957,0.8109695679062271,0.6293004601528073,0.5404702806582011,0.4309766130584333,0.5770520271822157,0.431067880205553,0.513928026856975,0.35048429397685443,0.460898313337695,0.3443927466215553,29.626968503937242,41.928637857275994,21.372231791338756,41.969867939736304,52.20181249999995,64.57105064247791,47.649124999999835,64.55051650289627,55.19258130081301,73.70154786680571,60.75933689024386,74.33467741935496,0.05398032302192503,0.048556092890257176,0.05765610863817916,0.048582705329238966,0.04703885943424875,0.04458015544522072,0.045810624108933634,0.04467250561082804,0.04507979030774864,0.04155570264770921,0.042758191511205496,0.04150034577611256,0.28543098509039133,0.23446974024935568,0.31997254482440807,0.23649129718135067,0.2181397146425015,0.1926474534852384,0.20632706518284907,0.19464930599179245,0.19925953366522114,0.16082827432312102,0.17443841851536865,0.16101383389002952,0.0029138752735513693,0.002357694156767283,0.0033242268632975172,0.002360279257107664,0.0022126542968750125,0.0019873902595200425,0.0020986132812500116,0.0019956327575494626,0.002032187494190588,0.0017268764225448262,0.0018282629413089258,0.0017222786995369033,brick_small
4.523006889763752,5.328290656581348,3.687807578740155,5.419182838365715,5.883249999999948,6.526518014613131,5.842437499999968,6.669249181153826,6.298716971544672,7.2890218522372505,6.577743902439003,7.440881893860532,0.6496372588591639,0.5426459878541021,0.7656959375336574,0.5231069943825922,0.43111864483513923,0.3249818524978069,0.4754866746766165,0.29403682772271067,0.37990181897832254,0.23331063068337723,0.3677054324251183,0.20855116739124613,42.827632874016,55.85591171182379,28.54373769685049,58.242172484345296,69.87849999999955,82.5465482489275,63.8133124999997,86.33100277147719,76.44162855691042,93.98634235171747,76.59502032520315,97.04494016649356,0.049042540359685645,0.04605622362606987,0.054358884232759086,0.045932050280872584,0.04474788315523986,0.043036517943394734,0.04394425623730518,0.04299637381118727,0.04311105039786719,0.04061515341295113,0.041726073986246566,0.04039214632074098,0.23618640137655442,0.2028449231329307,0.2875790356663443,0.20278868981279216,0.18848279833379022,0.17107883603092358,0.18479483629650828,0.1729833038859004,0.17396814692058132,0.1468061619035703,0.1625561212216946,0.14392353190666463,0.0024051707649313954,0.0021211757346945564,0.002954888295030504,0.002109753243004607,0.002002373046874999,0.0018521418766921367,0.0019310976562499358,0.0018486881609113505,0.0018585626664074449,0.001649590686757556,0.0017410652503057225,0.0016315254843961488,brick_small
5.025836614173198,6.182156364312775,4.458169291338548,6.244838489677008,6.907499999999972,7.712207105064121,6.856437499999952,7.784580498866075,7.391450711382086,8.715985952133167,7.784235264227617,8.905176899063449,0.6878956159306381,0.5583700657348057,0.7545760947008523,0.5495806416240816,0.42760801668958187,0.32606124439695033,0.4851774793526031,0.3150706967574176,0.38696947569654044,0.21583828442398492,0.3689934398330073,0.19758198931502197,52.930610236220694,74.75230950461993,41.451525590551384,76.2370264740537,97.4212499999995,114.10399344922949,86.85568749999943,115.95918367346668,103.72668953251994,132.84983090530764,106.7890625,136.08103537981256,0.04172114857173089,0.03823716592946703,0.0443494840611237,0.038198341304921696,0.03722537462034392,0.03555769401777466,0.036301848696036774,0.03543306451396157,0.03567960546277641,0.033388300944825325,0.034451731245225325,0.03312665680839756,0.21555323959987951,0.1819855720105605,0.25211518690343104,0.17825534147591302,0.1687093859902676,0.14987930329459304,0.16113213286730418,0.1514294167253731,0.15124112503708337,0.12627765788874631,0.13926016111977818,0.11975419848951614,0.0017406542381444427,0.001462080858317594,0.001966876736487865,0.001459113278447287,0.0013857285156249454,0.0012643496038616878,0.001317824218749947,0.0012555020608505626,0.0012730342459793844,0.0011147786399822235,0.001186921785793235,0.0010973753913013525,brick_small
